state,bond_corr_min,bond_corr_max,bond_corr_mean,bond_corr_std,af_weight_participation,af_participation_ratio,strong_dimer_count,strong_dimer_fraction,strong_dimer_af_weight_fraction,spin_graph_corr_length
exact,-1.8778022927591125,0.02251025353283502,-0.9715389369783363,0.6737191346697468,20.46073239191561,0.6820244130638536,0.0,0.0,0.0,1.3562842682289313
static_dimer,-2.9999999999999996,0.0,-0.8999999999999999,1.3747727084867518,9.0,0.3,9.0,0.3,1.0,nan
equal_rvb_54,-1.7409528768549853,0.1874511845873471,-0.8799271023171048,0.5577086075562153,21.86959358606931,0.728986452868977,0.0,0.0,0.0,1.0369125076994474
weighted_rvb_54,-1.920037824054026,0.12853873804460259,-0.9670690700088401,0.7331326092594219,20.429002923995515,0.6809667641331838,0.0,0.0,0.0,1.6622238651485945
weighted_hva_p1,-1.932824843992802,0.1305264350128716,-0.9674342090675058,0.7221528257057283,20.405928082054306,0.6801976027351435,0.0,0.0,0.0,1.6531801572962015
weighted_hva_p2,-1.9094963824610267,0.10878745215962936,-0.9678777274731017,0.7082152983394823,20.43353145725513,0.6811177152418376,0.0,0.0,0.0,1.6314151518437159
weighted_hva_p3,-1.9036763215796544,0.11166697739508219,-0.9679164657801648,0.7058966652878753,20.44266541634839,0.6814221805449463,0.0,0.0,0.0,1.6281032203451637
weighted_hva_p4,-1.9015035457955798,0.10180784018916116,-0.967920045060066,0.7032973977036414,20.443456304847153,0.6814485434949051,0.0,0.0,0.0,1.6235238173507132
