site,site_0,site_1,site_2,site_3,site_4,site_5,site_6,site_7,site_8,site_9,site_10,site_11,site_12,site_13,site_14,site_15,site_16,site_17,site_18
0,3.0,-1.1321996183308323,0.06516394343611515,0.09553825004034464,-0.05284385749461282,0.05937742022449957,-0.036876485060273176,0.05132584320967826,-0.04001246381097759,0.06967760901202696,-0.08094257916577523,0.14958915931308908,0.1068054165785331,0.03499104707398898,-0.03813595955174776,0.11354474423215852,-0.10527523389971306,-1.9042473085455458,0.28947505819674446
1,-1.1321996183308323,3.0,-1.2944644670437757,0.07573926209342699,-0.009204178823360144,-0.005329700788331486,0.024723388811269863,-0.03828086290830524,0.046907738053203064,-0.0726412345327272,0.28378061074517724,-0.7720774882111199,-0.24736617927639284,0.09648469933856312,-0.04676092765779241,0.008822581574473892,0.01578000034816173,0.13052643501287192,-0.10313654145960685
2,0.06516394343611515,-1.2944644670437757,3.0,-1.1256306636862299,0.10503658668728927,-0.08314542879996314,0.018735480000442617,0.007809301103020491,-0.04712377763453448,0.09331571129348397,-0.22306635688474127,-0.7816666562750026,0.2824772988706363,-0.07316828193434113,0.04615248170592373,-0.038708310074828,0.02601542763539221,-0.011039987631914744,-0.0031994838248868116
3,0.09553825004034464,0.07573926209342699,-1.1256306636862299,3.0,-1.8883386371273199,0.295913190103888,-0.13004551834735228,0.11371781763522888,-0.03466013392317506,0.034960472363529414,0.1041311115030102,0.13197067724330835,-0.07943404785052352,0.06981367839062036,-0.03991334331494298,0.05135702120199786,-0.036670201786487056,-0.05474198666790256,0.06146871653718387
4,-0.05284385749461282,-0.009204178823360144,0.10503658668728927,-1.8883386371273199,3.0,-1.4056953292624634,0.10638180621535619,-0.09211287268259823,0.03430843209825105,-0.034404985519289985,-0.05223870677970718,-0.09798532042086093,0.051922919489703276,-0.04005689330727325,0.02249034877875091,-0.02845509699571222,0.01988048322478799,0.029524288671117394,-0.03312277876800106
5,0.05937742022449957,-0.005329700788331486,-0.08314542879996314,0.295913190103888,-1.4056953292624634,3.0,-1.614839124804525,0.2867369026897883,-0.12969397466174665,0.1157453057932881,0.002308536472893939,0.10193593289438399,-0.037769984968129534,0.05059305493531578,-0.028258145753959255,0.034293559481264224,-0.02323501038922414,-0.032989891540493414,0.03777908505318346
6,-0.036876485060273176,0.024723388811269863,0.018735480000442617,-0.13004551834735228,0.10638180621535619,-1.614839124804525,3.0,-1.6694411145613737,0.0976146883981525,-0.08592454937737617,0.01654283034770397,-0.08159322654919195,0.027235094653216673,-0.0367740013253529,0.02012741227754227,-0.023518833980175423,0.01528266731039572,0.02055092073625713,-0.02413729885892524
7,0.05132584320967826,-0.03828086290830524,0.007809301103020491,0.11371781763522888,-0.09211287268259823,0.2867369026897883,-1.6694411145613737,3.0,-1.3451734828172552,0.28028623659200536,-0.11202400631292089,0.10018765752755765,-0.007316567923455593,0.06140244351807889,-0.03371314418633836,0.03744672134411285,-0.023498167074024537,-0.028986349946684822,0.03535538508853694
8,-0.04001246381097759,0.046907738053203064,-0.04712377763453448,-0.03466013392317506,0.03430843209825105,-0.12969397466174665,0.0976146883981525,-1.3451734828172552,3.0,-1.9328248439928055,0.08376974428157434,-0.07753378307012362,0.024700596041985375,-0.05706351798063767,0.030661347143934394,-0.03309653395880174,0.019898209148310336,0.022800028697914882,-0.028872971900655752
9,0.06967760901202696,-0.0726412345327272,0.09331571129348397,0.034960472363529414,-0.034404985519289985,0.1157453057932881,-0.08592454937737617,0.28028623659200536,-1.9328248439928055,3.0,-1.0639786188925258,0.1238991535365699,0.02956179885843925,0.10341401340165998,-0.05831993045929983,0.06137538752590218,-0.036840502276587764,-0.0402487510623719,0.05193734304018681
10,-0.08094257916577523,0.28378061074517724,-0.22306635688474127,0.1041311115030102,-0.05223870677970718,0.002308536472893939,0.01654283034770397,-0.11202400631292089,0.08376974428157434,-1.0639786188925258,3.0,-0.8040299365198127,-1.2763042637165132,0.017697522126920547,0.028240523137393187,-0.008413970602837065,0.026874394222777265,0.05188547494059545,-0.04113133351141712
11,0.14958915931308908,-0.7720774882111199,-0.7816666562750026,0.13197067724330835,-0.09798532042086093,0.10193593289438399,-0.08159322654919195,0.10018765752755765,-0.07753378307012362,0.1238991535365699,-0.8040299365198127,3.0,-0.7926012922729853,0.1413448675672686,-0.08994418063203297,0.1050503340334748,-0.08443007337778216,-0.11160340281384591,0.11147976689810435
12,0.1068054165785331,-0.24736617927639284,0.2824772988706363,-0.07943404785052352,0.051922919489703276,-0.037769984968129534,0.027235094653216673,-0.007316567923455593,0.024700596041985375,0.02956179885843925,-1.2763042637165132,-0.7926012922729853,3.0,-1.0734727598362424,0.09025924292669449,-0.11368863960558837,0.016528908451469097,-0.0520876452545555,0.008978844719858907
13,0.03499104707398898,0.09648469933856312,-0.07316828193434113,0.06981367839062036,-0.04005689330727325,0.05059305493531578,-0.0367740013253529,0.06140244351807889,-0.05706351798063767,0.10341401340165998,0.017697522126920547,0.1413448675672686,-1.0734727598362424,3.0,-1.9309778703085367,0.2807110243479909,-0.08592439122387668,-0.034657417703023496,0.11472287327712768
14,-0.03813595955174776,-0.04676092765779241,0.04615248170592373,-0.03991334331494298,0.02249034877875091,-0.028258145753959255,0.02012741227754227,-0.03371314418633836,0.030661347143934394,-0.05831993045929983,0.028240523137393187,-0.08994418063203297,0.09025924292669449,-1.9309778703085367,3.0,-1.3471753586450363,0.10025221098196234,0.037903414043329954,-0.13150179879432475
15,0.11354474423215852,0.008822581574473892,-0.038708310074828,0.05135702120199786,-0.02845509699571222,0.034293559481264224,-0.023518833980175423,0.03744672134411285,-0.03309653395880174,0.06137538752590218,-0.008413970602837065,0.1050503340334748,-0.11368863960558837,0.2807110243479909,-1.3471753586450363,3.0,-1.666492036233283,-0.11376902026442294,0.30451980493558023
16,-0.10527523389971306,0.01578000034816173,0.02601542763539221,-0.036670201786487056,0.01988048322478799,-0.02323501038922414,0.01528266731039572,-0.023498167074024537,0.019898209148310336,-0.036840502276587764,0.026874394222777265,-0.08443007337778216,0.016528908451469097,-0.08592439122387668,0.10025221098196234,-1.666492036233283,3.0,0.10396623029322657,-1.6357577013891806
17,-1.9042473085455458,0.13052643501287192,-0.011039987631914744,-0.05474198666790256,0.029524288671117394,-0.032989891540493414,0.02055092073625713,-0.028986349946684822,0.022800028697914882,-0.0402487510623719,0.05188547494059545,-0.11160340281384591,-0.0520876452545555,-0.034657417703023496,0.037903414043329954,-0.11376902026442294,0.10396623029322657,3.0,-1.3834446443500232
18,0.28947505819674446,-0.10313654145960685,-0.0031994838248868116,0.06146871653718387,-0.03312277876800106,0.03777908505318346,-0.02413729885892524,0.03535538508853694,-0.028872971900655752,0.05193734304018681,-0.04113133351141712,0.11147976689810435,0.008978844719858907,0.11472287327712768,-0.13150179879432475,0.30451980493558023,-1.6357577013891806,-1.3834446443500232,3.0
